,Author,Affiliation,Publication Date,Journal Title,Title,URL
327,Michael T. Rauh; Giulio Seccia,"Kelley School of Business, Indiana University, U.S.A.; Department of Economics, University of Southampton, U.K.; Kelley School of Business, Indiana University, U.S.A.; Department of Economics, University of Southampton, U.K.",2006/05/01,International Economic Review,ANXIETY AND PERFORMANCE: AN ENDOGENOUS LEARNING-BY-DOING MODEL*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2006.00390.x
328,Hanming Fang; Peter Norman,"Department of Economics, Yale University, U.S.A.; Department of Economics, University of British Columbia, Canada; Department of Economics, Yale University, U.S.A.; Department of Economics, University of British Columbia, Canada",2006/05/01,International Economic Review,GOVERNMENT-MANDATED DISCRIMINATORY POLICIES: THEORY AND EVIDENCE*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2006.00382.x
329,Jaime Alonso-Carrera; Jordi Caballé; Xavier Raurich,"Universidade de Vigo, Spain; Universitat Autònoma de Barcelona, Spain; Universitat de Barcelona, Spain; Universidade de Vigo, Spain; Universitat Autònoma de Barcelona, Spain; Universitat de Barcelona, Spain; Universidade de Vigo, Spain; Universitat Autònoma de Barcelona, Spain; Universitat de Barcelona, Spain",2006/05/01,International Economic Review,WELFARE IMPLICATIONS OF THE INTERACTION BETWEEN HABITS AND CONSUMPTION EXTERNALITIES*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2006.00388.x
330,Alain Delacroix; Shouyong Shi,"Département des sciences économiques, Université du Québec à Montréal, Canada; Department of Economics, University of Toronto, Canada; Département des sciences économiques, Université du Québec à Montréal, Canada; Department of Economics, University of Toronto, Canada",2006/05/01,International Economic Review,DIRECTED SEARCH ON THE JOB AND THE WAGE LADDER*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2006.00392.x
331,Kiminori Matsuyama,"Department of Economics, Northwestern University, U.S.A.",2006/05/01,International Economic Review,THE 2005 LAWRENCE R. KLEIN LECTURE: EMERGENT CLASS STRUCTURE*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2006.00381.x
332,Jota Ishikawa; Kazuharu Kiyono,"Hitotsubashi University, Japan; Waseda University, Japan; Hitotsubashi University, Japan; Waseda University, Japan",2006/05/01,International Economic Review,GREENHOUSE-GAS EMISSION CONTROLS IN AN OPEN ECONOMY*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2006.00384.x
333,Shinsuke Ikeda,"Osaka University, Japan",2006/05/01,International Economic Review,LUXURY AND WEALTH*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2006.00386.x
334,"
            Andrew J. Patton","London School of Economics, U.K.",2006/05/01,International Economic Review,MODELLING ASYMMETRIC EXCHANGE RATE DEPENDENCE*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2006.00387.x
335,"
            Michael J. Brien; 
            Lee A. Lillard; Steven Stern","Deloitte Financial Advisory Services LLP, Washington, DC, U.S.A.; University of Michigan, U.S.A. (deceased); University of Virginia, U.S.A.; Deloitte Financial Advisory Services LLP, Washington, DC, U.S.A.; University of Michigan, U.S.A. (deceased); University of Virginia, U.S.A.; Deloitte Financial Advisory Services LLP, Washington, DC, U.S.A.; University of Michigan, U.S.A. (deceased); University of Virginia, U.S.A.",2006/05/01,International Economic Review,"COHABITATION, MARRIAGE, AND DIVORCE IN A MODEL OF MATCH QUALITY*",https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2006.00385.x
336,Olivier Armantier,"Université de Montréal (CIRANO, CIREQ, CRT), Canada",2006/05/01,International Economic Review,DO WEALTH DIFFERENCES AFFECT FAIRNESS CONSIDERATIONS?*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2006.00383.x
337,Toshinobu Matsuda,"School of Agricultural Science, Tottori University, Japan",2006/08/01,International Economic Review,A BOX–COX CONSUMER DEMAND SYSTEM NESTING THE ALMOST IDEAL MODEL*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2006.00400.x
338,David Domeij; Martin Flodén,"Stockholm School of Economics, Sweden; CEPR and Stockholm School of Economics, Sweden; Stockholm School of Economics, Sweden; CEPR and Stockholm School of Economics, Sweden",2006/08/01,International Economic Review,POPULATION AGING AND INTERNATIONAL CAPITAL FLOWS*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2006.00404.x
339,Miguel Molico,"The University of Western Ontario, Canada",2006/08/01,International Economic Review,THE DISTRIBUTION OF MONEY AND PRICES IN SEARCH EQUILIBRIUM*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2006.00393.x
340,"
            Stephen L. Parente; Rui Zhao","University of Illinois at Urbana-Champaign, USA; University of Illinois at Urbana-Champaign, USA",2006/08/01,International Economic Review,SLOW DEVELOPMENT AND SPECIAL INTERESTS*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2006.00403.x
341,Sanjeev Goyal; Sumit Joshi,"Department of Economics, University of Essex, UK; Department of Economics, George Washington University, U.S.A.; Department of Economics, University of Essex, UK; Department of Economics, George Washington University, U.S.A.",2006/08/01,International Economic Review,BILATERALISM AND FREE TRADE*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2006.00395.x
342,"
            Gerard J. Van Den Berg; Bas Van Der Klaauw","Free University Amsterdam, The Netherlands, IFAU-Uppsala, Sweden, and IZA, Germany; Free University Amsterdam, The Netherlands, Tinbergen Institute, The Netherlands; Free University Amsterdam, The Netherlands, IFAU-Uppsala, Sweden, and IZA, Germany; Free University Amsterdam, The Netherlands, Tinbergen Institute, The Netherlands",2006/08/01,International Economic Review,COUNSELING AND MONITORING OF UNEMPLOYED WORKERS: THEORY AND EVIDENCE FROM A CONTROLLED SOCIAL EXPERIMENT*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2006.00399.x
343,Benjamin Bental; Dominique Demougin,"University of Haifa, Israel; Humboldt University Berlin, Germany; University of Haifa, Israel; Humboldt University Berlin, Germany",2006/08/01,International Economic Review,INCENTIVE CONTRACTS AND TOTAL FACTOR PRODUCTIVITY*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2006.00405.x
344,"
            Robert G. King; Julia K. Thomas","Boston University, Federal Reserve Bank of Richmond, and NBER, U.S.A.; University of Minnesota, Federal Reserve Bank of Minneapolis, and NBER, U.S.A.; Boston University, Federal Reserve Bank of Richmond, and NBER, U.S.A.; University of Minnesota, Federal Reserve Bank of Minneapolis, and NBER, U.S.A.",2006/08/01,International Economic Review,PARTIAL ADJUSTMENT WITHOUT APOLOGY*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2006.00396.x
345,Masahisa Fujita; Jacques-François Thisse,"Institute of Economic Research, Kyoto University, Japan; CORE, Université catholique de Louvain, and CEPR, Belgium, and CERAS, Ecole nationale des ponts et chaussées, France; Institute of Economic Research, Kyoto University, Japan; CORE, Université catholique de Louvain, and CEPR, Belgium, and CERAS, Ecole nationale des ponts et chaussées, France",2006/08/01,International Economic Review,GLOBALIZATION AND THE EVOLUTION OF THE SUPPLY CHAIN: WHO GAINS AND WHO LOSES?*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2006.00397.x
346,Peter C. B. Phillips; Yixiao Sun; Sainan Jin,"Cowles Foundation, Yale University, University of Auckland, and University of York; Department of Economics, University of California, San Diego; and Guanghua School of Management, Peking University; Cowles Foundation, Yale University, University of Auckland, and University of York; Department of Economics, University of California, San Diego; and Guanghua School of Management, Peking University; Cowles Foundation, Yale University, University of Auckland, and University of York; Department of Economics, University of California, San Diego; and Guanghua School of Management, Peking University",2006/08/01,International Economic Review,SPECTRAL DENSITY ESTIMATION AND ROBUST HYPOTHESIS TESTING USING STEEP ORIGIN KERNELS WITHOUT TRUNCATION*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2006.00398.x
347,Cyril Monnet,"European Central Bank, Frankfurt, Germany",2006/08/01,International Economic Review,PRIVATE VERSUS PUBLIC MONEY*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2006.00401.x
348,"Carl Davidson; 
            Steven J. Matusz","Michigan State University, U.S.A., GEP, University of Nottingham, UK; Michigan State University, U.S.A., GEP, University of Nottingham, UK",2006/08/01,International Economic Review,TRADE LIBERALIZATION AND COMPENSATION*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2006.00394.x
349,Benoit Julien; John Kennes; Ian King,"Australian Graduate School of Management, Australia; CAM, Institute of Economics, University of Copenhagen, Denmark; and University of Otago, New Zealand; Australian Graduate School of Management, Australia; CAM, Institute of Economics, University of Copenhagen, Denmark; and University of Otago, New Zealand; Australian Graduate School of Management, Australia; CAM, Institute of Economics, University of Copenhagen, Denmark; and University of Otago, New Zealand",2006/08/01,International Economic Review,RESIDUAL WAGE DISPARITY AND COORDINATION UNEMPLOYMENT*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2006.00402.x
350,Antoine Bommier,"CNRS and University of Toulouse (GREMAQ), France",2006/11/01,International Economic Review,UNCERTAIN LIFETIME AND INTERTEMPORAL CHOICE: RISK AVERSION AS A RATIONALE FOR TIME DISCOUNTING*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2006.00411.x
351,Takatoshi Tabuchi; Jacques-François Thisse,"University of Tokyo, Japan; CORE, Université catholique de Louvain, Belgium, PSE, Ecole nationale des ponts et chaussées, France; and CEPR, UK; University of Tokyo, Japan; CORE, Université catholique de Louvain, Belgium, PSE, Ecole nationale des ponts et chaussées, France; and CEPR, UK",2006/11/01,International Economic Review,"REGIONAL SPECIALIZATION, URBAN HIERARCHY, AND COMMUTING COSTS*",https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2006.00414.x
352,Pedro Cavalcanti Ferreira; Alberto Trejos,"Fundação Getulio Vargas, Brazil; INCAE, Costa Rica; Fundação Getulio Vargas, Brazil; INCAE, Costa Rica",2006/11/01,International Economic Review,ON THE OUTPUT EFFECTS OF BARRIERS TO TRADE*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2006.00415.x
353,Ed Nosal,"Federal Reserve Bank of Cleveland, U.S.A.",2006/11/01,International Economic Review,INFORMATION GATHERING BY A PRINCIPAL*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2006.00407.x
354,José María Da Rocha; Luisa Fuster,"RGEA-Universidade de Vigo, Spain; University of Toronto, Canada; RGEA-Universidade de Vigo, Spain; University of Toronto, Canada",2006/11/01,International Economic Review,WHY ARE FERTILITY RATES AND FEMALE EMPLOYMENT RATIOS POSITIVELY CORRELATED ACROSS O.E.C.D. COUNTRIES?*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2006.00410.x
355,Mark Weder,"The University of Adelaide School of Economics, Australia",2006/11/01,International Economic Review,THE ROLE OF PREFERENCE SHOCKS AND CAPITAL UTILIZATION IN THE GREAT DEPRESSION*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2006.00412.x
356,Audra J. Bowlus; Shannon Seitz,"The University of Western Ontario, Canada; Queen's University, Canada; The University of Western Ontario, Canada; Queen's University, Canada",2006/11/01,International Economic Review,"DOMESTIC VIOLENCE, EMPLOYMENT, AND DIVORCE*",https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2006.00408.x
357,George Selgin; John Turner,University of Georgia U.S.A.; University of Georgia U.S.A.,2006/11/01,International Economic Review,JAMES WATT AS INTELLECTUAL MONOPOLIST: COMMENT ON BOLDRIN AND LEVINE*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2006.00416.x
358,Hanming Fang,"Yale University, U.S.A.",2006/11/01,International Economic Review,DISENTANGLING THE COLLEGE WAGE PREMIUM: ESTIMATING A MODEL WITH ENDOGENOUS EDUCATION CHOICES*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2006.00409.x
359,Manel Antelo; Lluís Bru,"Universidade de Santiago de Compostela, Spain; Universitat de les Illes Balears, Spain; Universidade de Santiago de Compostela, Spain; Universitat de les Illes Balears, Spain",2006/11/01,International Economic Review,THE WELFARE EFFECTS OF UPSTREAM MERGERS IN THE PRESENCE OF DOWNSTREAM ENTRY BARRIERS*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2006.00413.x
360,"
            George J. Mailath; Andrew Postlewaite","University of Pennsylvania, U.S.A.; University of Pennsylvania, U.S.A.",2006/11/01,International Economic Review,SOCIAL ASSETS*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2006.00406.x
361,"Valentina Corradi; 
            Norman R. Swanson","University of Warwick, UK; Rutgers University, U.S.A.; University of Warwick, UK; Rutgers University, U.S.A.",2007/02/01,International Economic Review,NONPARAMETRIC BOOTSTRAP PROCEDURES FOR PREDICTIVE INFERENCE BASED ON RECURSIVE ESTIMATION SCHEMES*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2007.00418.x
362,Karl Whelan,Central Bank and Financial Services Authority of Ireland,2007/02/01,International Economic Review,STAGGERED PRICE CONTRACTS AND INFLATION PERSISTENCE: SOME GENERAL RESULTS*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2007.00419.x
363,Peter Arcidiacono; Holger Sieg; Frank Sloan,"Duke University, U.S.A.; Carnegie Mellon University and NBER, U.S.A.; Duke University and NBER, U.S.A.; Duke University, U.S.A.; Carnegie Mellon University and NBER, U.S.A.; Duke University and NBER, U.S.A.; Duke University, U.S.A.; Carnegie Mellon University and NBER, U.S.A.; Duke University and NBER, U.S.A.",2007/02/01,International Economic Review,LIVING RATIONALLY UNDER THE VOLCANO? AN EMPIRICAL ANALYSIS OF HEAVY DRINKING AND SMOKING*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2007.00417.x
364,Svetlana Boyarchenko; Sergei Levendorskiǐ,"The University of Texas at Austin, U.S.A.; The University of Texas at Austin, U.S.A.",2007/02/01,International Economic Review,PRACTICAL GUIDE TO REAL OPTIONS IN DISCRETE TIME*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2007.00427.x
365,Adrian Masters,"Department of Economics, SUNY Albany, U.S.A.",2007/02/01,International Economic Review,MIDDLEMEN IN SEARCH EQUILIBRIUM*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2007.00428.x
366,"John S. Landon-Lane; 
            Peter E. Robertson","Rutgers University, New Jersey, U.S.A.; The University of New South Wales, New South Wales, Australia; Rutgers University, New Jersey, U.S.A.; The University of New South Wales, New South Wales, Australia",2007/02/01,International Economic Review,REASSESSING THE IMPACT OF BARRIERS TO CAPITAL ACCUMULATION ON INTERNATIONAL INCOME DIFFERENCES*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2007.00420.x
367,"Michael B. Devereux; 
            Henry E. Siu","University of British Columbia, Canada and CEPR; University of British Columbia, Canada; University of British Columbia, Canada and CEPR; University of British Columbia, Canada",2007/02/01,International Economic Review,STATE DEPENDENT PRICING AND BUSINESS CYCLE ASYMMETRIES*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2007.00426.x
368,Mats Persson; Claes-Henric Siven,"Institute for International Economic Studies, Stockholm University, Sweden; Department of Economics, Stockholm University, Sweden; Institute for International Economic Studies, Stockholm University, Sweden; Department of Economics, Stockholm University, Sweden",2007/02/01,International Economic Review,THE BECKER PARADOX AND TYPE I VERSUS TYPE II ERRORS IN THE ECONOMICS OF CRIME*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2007.00423.x
369,Shankha Chakraborty; Amartya Lahiri,"University of Oregon, U.S.A.; University of British Columbia, Canada; University of Oregon, U.S.A.; University of British Columbia, Canada",2007/02/01,International Economic Review,COSTLY INTERMEDIATION AND THE POVERTY OF NATIONS*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2007.00421.x
370,Paul S. Segerstrom,"Stockholm School of Economics, Sweden",2007/02/01,International Economic Review,INTEL ECONOMICS*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2007.00425.x
371,Marcus Berliant; Thijs ten Raa,"Washington University in St. Louis and California Institute of Technology, U.S.A.; Tilburg University, The Netherlands; Washington University in St. Louis and California Institute of Technology, U.S.A.; Tilburg University, The Netherlands",2007/02/01,International Economic Review,EQUILIBRIUM AND THE CORE IN ALONSO'S DISCRETE POPULATION MODEL OF LAND USE*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2007.00424.x
