Author,Affiliation,Publication Date,Journal Title,Title,URL
B. M. Golam Kibria; Li Sun; James V Zidek; Nhu D Le,"was working as an Assistant Professor in the Department of Statistics, University of British Columbia. The authors are indebted to Luther Smith of the ManTech Environmental Technology, Inc. for valuable suggestions that improved the earlier version of the article. The authors are also grateful to the editor, associate editor, and referees for their valuable comments and suggestions, which led to an improved presentation of these materials. Although the research described in this article has been funded wholly or in part by the Environmental Protection Agency contract 68-D5-0049 to ManTech Environmental Technology, Inc., it has not been subject to the Agency's review and therefore does not necessarily reflect the views of the Agency, and no official endorsement should be inferred.; was working as an Assistant Professor in the Department of Statistics, University of British Columbia. The authors are indebted to Luther Smith of the ManTech Environmental Technology, Inc. for valuable suggestions that improved the earlier version of the article. The authors are also grateful to the editor, associate editor, and referees for their valuable comments and suggestions, which led to an improved presentation of these materials. Although the research described in this article has been funded wholly or in part by the Environmental Protection Agency contract 68-D5-0049 to ManTech Environmental Technology, Inc., it has not been subject to the Agency's review and therefore does not necessarily reflect the views of the Agency, and no official endorsement should be inferred.; was working as an Assistant Professor in the Department of Statistics, University of British Columbia. The authors are indebted to Luther Smith of the ManTech Environmental Technology, Inc. for valuable suggestions that improved the earlier version of the article. The authors are also grateful to the editor, associate editor, and referees for their valuable comments and suggestions, which led to an improved presentation of these materials. Although the research described in this article has been funded wholly or in part by the Environmental Protection Agency contract 68-D5-0049 to ManTech Environmental Technology, Inc., it has not been subject to the Agency's review and therefore does not necessarily reflect the views of the Agency, and no official endorsement should be inferred.; was working as an Assistant Professor in the Department of Statistics, University of British Columbia. The authors are indebted to Luther Smith of the ManTech Environmental Technology, Inc. for valuable suggestions that improved the earlier version of the article. The authors are also grateful to the editor, associate editor, and referees for their valuable comments and suggestions, which led to an improved presentation of these materials. Although the research described in this article has been funded wholly or in part by the Environmental Protection Agency contract 68-D5-0049 to ManTech Environmental Technology, Inc., it has not been subject to the Agency's review and therefore does not necessarily reflect the views of the Agency, and no official endorsement should be inferred.",2002-3-1,Journal of the American Statistical Association,Bayesian Spatial Prediction of Random Space-Time Fields With Application to Mapping PM2.5 Exposure,https://www.tandfonline.com/doi/abs/10.1198/016214502753479275
Shane Henderson, Cornell University,2002-3-1,Journal of the American Statistical Association,Simulation: A Modeler's Approach,https://www.tandfonline.com/doi/abs/10.1198/jasa.2002.s450
Michael D Larsen, University of Chicago,2002-3-1,Journal of the American Statistical Association,The Psychology of Survey Response,https://www.tandfonline.com/doi/abs/10.1198/jasa.2002.s454
Sandrine Dudoit; Jane Fridlyand; Terence P Speed,"Yang for many helpful discussions and suggestions, Sam Buttrey for his nearest-neighbor program, and the referees for their comments on an earlier version of this article. Supplementary analyses and figures are available at http://www.stat.berkeley.edu/users/terry/zarray/html. Dudoit and Fridlyand contributed equally to this work.; Yang for many helpful discussions and suggestions, Sam Buttrey for his nearest-neighbor program, and the referees for their comments on an earlier version of this article. Supplementary analyses and figures are available at http://www.stat.berkeley.edu/users/terry/zarray/html. Dudoit and Fridlyand contributed equally to this work.; Yang for many helpful discussions and suggestions, Sam Buttrey for his nearest-neighbor program, and the referees for their comments on an earlier version of this article. Supplementary analyses and figures are available at http://www.stat.berkeley.edu/users/terry/zarray/html. Dudoit and Fridlyand contributed equally to this work.",2002-3-1,Journal of the American Statistical Association,Comparison of Discrimination Methods for the Classification of Tumors Using Gene Expression Data,https://www.tandfonline.com/doi/abs/10.1198/016214502753479248
Richard L Scheaffer," Richard L. Scheaffer is Professor Emeritus, Department of Statistics, University of Florida, Gainesville, FL 32611 .",2002-3-1,Journal of the American Statistical Association,Statistical Bridges,https://www.tandfonline.com/doi/abs/10.1198/016214502753479176
Francesca Dominici; Michael Daniels; Scott L Zeger; Jonathan M Samet,base development.; base development.; base development.; base development.,2002-3-1,Journal of the American Statistical Association,Air Pollution and Mortality,https://www.tandfonline.com/doi/abs/10.1198/016214502753479266
Arnold J Stromberg, University of Kentucky,2002-3-1,Journal of the American Statistical Association,Robust Diagnostic Regression Analysis,https://www.tandfonline.com/doi/abs/10.1198/jasa.2002.s465
Yuedong Wang,Barbara,2002-3-1,Journal of the American Statistical Association,Interpolating Cubic Splines,https://www.tandfonline.com/doi/abs/10.1198/jasa.2002.s466
Masoud Asgharian; Cyr Emile M'Lan; David B Wolfson,"and the Division of Aging and Seniors, Health Canada.; and the Division of Aging and Seniors, Health Canada.; and the Division of Aging and Seniors, Health Canada.",2002-3-1,Journal of the American Statistical Association,Length-Biased Sampling With Right Censoring,https://www.tandfonline.com/doi/abs/10.1198/016214502753479347
Lawrence Lin; A. S Hedayat; Bikas Sinha; Min Yang,"(Email: . Min Yang is Ph.D. student, Department of Mathematics, Statistics, and Computer Science, University of Illinois, Chicago, IL 60607 . This research was primarily sponsored by National Science Foundation grants DMS-9803596 and DMS-0103727, National Cancer Institute grant P01-CA48112-08, and National Institutes of Health (NIH) National Center for Complementary and Alterative Medicine grant P50-AT00155. The contents are solely the responsibility of the authors and do not necessarily represent the official views of NIH. The authors acknowledge numerous constructive comments from four anonymous referees and an associate editor that have been extremely helpful in clarifying the presentation of the ideas related to agreement measurements.; (Email: . Min Yang is Ph.D. student, Department of Mathematics, Statistics, and Computer Science, University of Illinois, Chicago, IL 60607 . This research was primarily sponsored by National Science Foundation grants DMS-9803596 and DMS-0103727, National Cancer Institute grant P01-CA48112-08, and National Institutes of Health (NIH) National Center for Complementary and Alterative Medicine grant P50-AT00155. The contents are solely the responsibility of the authors and do not necessarily represent the official views of NIH. The authors acknowledge numerous constructive comments from four anonymous referees and an associate editor that have been extremely helpful in clarifying the presentation of the ideas related to agreement measurements.; (Email: . Min Yang is Ph.D. student, Department of Mathematics, Statistics, and Computer Science, University of Illinois, Chicago, IL 60607 . This research was primarily sponsored by National Science Foundation grants DMS-9803596 and DMS-0103727, National Cancer Institute grant P01-CA48112-08, and National Institutes of Health (NIH) National Center for Complementary and Alterative Medicine grant P50-AT00155. The contents are solely the responsibility of the authors and do not necessarily represent the official views of NIH. The authors acknowledge numerous constructive comments from four anonymous referees and an associate editor that have been extremely helpful in clarifying the presentation of the ideas related to agreement measurements.; (Email: . Min Yang is Ph.D. student, Department of Mathematics, Statistics, and Computer Science, University of Illinois, Chicago, IL 60607 . This research was primarily sponsored by National Science Foundation grants DMS-9803596 and DMS-0103727, National Cancer Institute grant P01-CA48112-08, and National Institutes of Health (NIH) National Center for Complementary and Alterative Medicine grant P50-AT00155. The contents are solely the responsibility of the authors and do not necessarily represent the official views of NIH. The authors acknowledge numerous constructive comments from four anonymous referees and an associate editor that have been extremely helpful in clarifying the presentation of the ideas related to agreement measurements.",2002-3-1,Journal of the American Statistical Association,Statistical Methods in Assessing Agreement,https://www.tandfonline.com/doi/abs/10.1198/016214502753479392
