Author,Affiliation,Publication Date,Journal Title,Title,URL,,,,,,,,,,,,,,,,,,,,
Mitali Das," Department of Economics, University of California, Davis, CA 95691 ",2008/10/1,Journal of Business & Economic Statistics,Semiparametric Analysis With Grouped Dependent Variables and Application to Physicians' Provision of Charity Care,https://www.tandfonline.com/doi/abs/10.1198/073500108000000079,,,,,,,,,,,,,,,,,,,,
Peter Fredriksson; Per Johansson,"University, Uppsala, Sweden ; University, Uppsala, Sweden ",2008/10/1,Journal of Business & Economic Statistics,Dynamic Treatment Assignment,https://www.tandfonline.com/doi/abs/10.1198/073500108000000033,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Philip N Jefferson," Economics Department, Swarthmore College, Swarthmore, PA 19081 ",2008/10/1,Journal of Business & Economic Statistics,Educational Attainment and the Cyclical Sensitivity of Employment,https://www.tandfonline.com/doi/abs/10.1198/073500108000000060,,,,,,,,,,,,,,,,,,,,
Christian Hansen; Jerry Hausman; Whitney Newey," Graduate School of Business, University of Chicago, Chicago, IL 60637 ;  Department of Economics, Massachusetts Institute of Technology, Cambridge, MA 02139 ;  Department of Economics, Massachusetts Institute of Technology, Cambridge, MA 02139 ",2008/10/1,Journal of Business & Economic Statistics,Estimation With Many Instrumental Variables,https://www.tandfonline.com/doi/abs/10.1198/073500108000000024,,,,,,,,,,,,,,,,,,,,
Michael P Clements; Ana Beatriz Galvão," Department of Economics, University of Warwick, Coventry, CV4 7AL, U.K. ;  Queen Mary, University of London, London, E1 4NS, U.K. ",2008/10/1,Journal of Business & Economic Statistics,Macroeconomic Forecasting With Mixed-Frequency Data,https://www.tandfonline.com/doi/abs/10.1198/073500108000000015,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Eugene Choo; Jean Eid,T2N1N4 ; N2L 3C5 ,2008/10/1,Journal of Business & Economic Statistics,Interregional Price Difference in the New Orleans Auctions Market for Slaves,https://www.tandfonline.com/doi/abs/10.1198/073500107000000421,,,,,,,,,,,,,,,,,,,,
Thomas Klier; Daniel P McMillen," Federal Reserve Bank of Chicago, Research Department, Chicago, IL 60604 ;  Department of Economics (MC 144), University of Illinois at Chicago, Chicago, IL 60607 ",2008/10/1,Journal of Business & Economic Statistics,Clustering of Auto Supplier Plants in the United States,https://www.tandfonline.com/doi/abs/10.1198/073500107000000188,,,,,,,,,,,,,,,,,,,,
Siem Jan Koopman; André Lucas," Department of Econometrics, VU University Amsterdam, De Boelelaan 1105, NL-1081 HV Amsterdam, The Netherlands and Tinbergen Institute Amsterdam, Roetersstraat 31, NL-1018 WB, Amsterdam, The Netherlands ;  Department of Finance and Financial Sector Management, VU University Amsterdam, De Boelelaan 1105, NL-1081 HV Amsterdam, The Netherlands and Tinbergen Institute Amsterdam, Roetersstraat 31, NL-1018 WB, Amsterdam, The Netherlands ",2008/10/1,Journal of Business & Economic Statistics,A Non-Gaussian Panel Time Series Model for Estimating and Decomposing Default Risk,https://www.tandfonline.com/doi/abs/10.1198/073500108000000051,,,,,,,,,,,,,,,,,,,,
Estela Bee Dagum; Silvia Bianconcini,"Belle Arti 41, 40126 Bologna, Italy ; Belle Arti 41, 40126 Bologna, Italy ",2008/10/1,Journal of Business & Economic Statistics,The Henderson Smoother in Reproducing Kernel Hilbert Space,https://www.tandfonline.com/doi/abs/10.1198/073500107000000322,,,,,,,,,,,,,,,,,,,,
John M. Maheu; Thomas H. McCurdy," Department of Economics, University of Toronto, Toronto, ON M55 3G7 and Rimini Centre for Economic Analysis (RCEA), Rimini, Italy ;  Rotman School of Management, University of Toronto, Toronto, ON M55 3E6 and Associate Fellow, Center for Interuniversity Research and Analysis on Organizations (CIRANO), Montreal, QC, H3A 2A5 ",2009/1/1,Journal of Business & Economic Statistics,How Useful are Historical Data for Forecasting the Long-Run Equity Return Distribution?,https://www.tandfonline.com/doi/abs/10.1198/jbes.2009.0008,,,,,,,,,,,,,,,,,,,,
Christos Koulovatianos; Carsten Schrder; Ulrich Schmidt," Department of Economics, University of Exeter, Exeter, EX4 4PU, United Kingdom ;  Department of Economics, University of Kiel, Kiel, D-24098, Germany ;  Department of Economics, University of Kiel, Kiel, D-24098, Germany and Kiel Institute for the World Economy, Kiel, D-24105, Germany ",2009/1/1,Journal of Business & Economic Statistics,Nonmarket Household Time and the Cost of Children,https://www.tandfonline.com/doi/abs/10.1198/jbes.2009.0004,,,,,,,,,,,,,,,,,,,,
Garry F. Barrett; Stephen G. Donald," School of Economics, University of New South Wales, Sydney, NSW, 2052 ;  Department of Economics, University of Texas at Austin, Austin, TX, 78712 ",2009/1/1,Journal of Business & Economic Statistics,"Statistical Inference with Generalized Gini Indices of Inequality, Poverty, and Welfare",https://www.tandfonline.com/doi/abs/10.1198/jbes.2009.0001,,,,,,,,,,,,,,,,,,,,
Sheila M. Olmstead," Associate Professor of Environmental Economics, Yale School of Forestry and Environmental Studies, New Haven, CT 06511 ",2009/1/1,Journal of Business & Economic Statistics,Reduced-Form Versus Structural Models of Water Demand Under Nonlinear Prices,https://www.tandfonline.com/doi/abs/10.1198/jbes.2009.0007,,,,,,,,,,,,,,,,,,,,
Daniel J. Wilson, Federal Reserve Bank of San Francisco ,2009/1/1,Journal of Business & Economic Statistics,IT and Beyond: The Contribution of Heterogeneous Capital to Productivity,https://www.tandfonline.com/doi/abs/10.1198/jbes.2009.0005,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Lechner," Professor of Econometrics, University of St. Gallen, Swiss Institute for Empirical Economic Research, Varnbuelstr. 14, CH-9000 St. Gallen, Switzerland ",2009/1/1,Journal of Business & Economic Statistics,Sequential Causal Models for the Evaluation of Labor Market Programs,https://www.tandfonline.com/doi/abs/10.1198/jbes.2009.0006,,,,,,,,,,,,,,,,,,,,
Liangjun Su; Aman Ullah,"School of Management, Peking University, Beijing, China, 100871 , and School of Economics, Singapore Management University, 90 Stamford Road, Singapore, 178903 ;  Department of Economics, University of California, Riverside, CA 92521-0427 ",2009/1/1,Journal of Business & Economic Statistics,Testing Conditional Uncorrelatedness,https://www.tandfonline.com/doi/abs/10.1198/jbes.2009.0002,,,,,,,,,,,,,,,,,,,,
Joseph Engelberg; Charles F. Manski; Jared Williams," Kenan-Flagler Business School, University of North Carolina, Chapel Hill, NC 27599;  Department of Economics and Institute for Policy Research, Northwestern University, Evanston, IL 60208 ; State University, University Park, PA 16802 ",2009/1/1,Journal of Business & Economic Statistics,Comparing the Point Predictions and Subjective Probability Distributions of Professional Forecasters,https://www.tandfonline.com/doi/abs/10.1198/jbes.2009.0003,,,,,,,,,,,,,,,,,,,,
?ngel León; Javier Mencía; Enrique Sentana,"Financiera, Universidad de Alicante, Ap. 99, E-03080 Alicante, Spain ;  Bank of Spain, Alcalá 48, E-28014 Madrid, Spain ;  CEMFI, Casado del Alisal 5, E-28014 Madrid, Spain ",2009/4/1,Journal of Business & Economic Statistics,"Parametric Properties of Semi-Nonparametric Distributions, with Applications to Option Valuation",https://www.tandfonline.com/doi/abs/10.1198/jbes.2009.0013,,,,,,,,,,,,,,,,,,,,
C. Alan Bester; Christian Hansen," University of Chicago, Graduate School of Business, Chicago, IL??0637 ;  University of Chicago, Graduate School of Business, Chicago, IL??0637 ",2009/4/1,Journal of Business & Economic Statistics,A Penalty Function Approach to Bias Reduction in Nonlinear Panel Models with Fixed Effects,https://www.tandfonline.com/doi/abs/10.1198/jbes.2009.0012,,,,,,,,,,,,,,,,,,,,
Sokbae Lee; Ralf A. Wilke," Institute for Fiscal Studies and University College London, London, UK ;  University of Nottingham, University Park, Nottingham NG7 2RD, UK ",2009/4/1,Journal of Business & Economic Statistics,Reform of Unemployment Compensation in Germany: A Nonparametric Bounds Analysis Using Register Data,https://www.tandfonline.com/doi/abs/10.1198/jbes.2009.0014,,,,,,,,,,,,,,,,,,,,
Roselinde Kessels; Bradley Jones; Peter Goos; Martina Vandebroek," Procter & Gamble, Brussels Innovation Center, Strombeek-Bever, Belgium ;  SAS Institute Inc., Cary, NC 27513 ;  Universiteit Antwerpen, Faculty of Applied Economics, Department of Mathematics, Statistics and Actuarial Sciences, Antwerpen, Belgium ;  Katholieke Universiteit Leuven, Faculty of Business and Economics, Leuven, Belgium and Leuven Statistics Research Center, Leuven-Heverlee, Belgium ",2009/4/1,Journal of Business & Economic Statistics,An Efficient Algorithm for Constructing Bayesian Optimal Choice Designs,https://www.tandfonline.com/doi/abs/10.1198/jbes.2009.0026,,,,,,,,,,,,,,,,,,,,
C. Alan Bester; Christian Hansen," The University of Chicago, Graduate School of Business, Chicago, IL 60637 ;  The University of Chicago, Graduate School of Business, Chicago, IL 60637 ",2009/4/1,Journal of Business & Economic Statistics,Identification of Marginal Effects in a Nonparametric Correlated Random Effects Model,https://www.tandfonline.com/doi/abs/10.1198/jbes.2009.0017,,,,,,,,,,,,,,,,,,,,
J. Gustafsson; M. Hagmann; J. P. Nielsen; O. Scaillet," Royal&SunAlliance and University of Copenhagen, Copenhagen, Denmark ; Advisors, London, United Kingdom ;  CASS Business School, City University, London ;  HEC Université de Genève and Swiss Finance Institute, Geneva, Switzerland ",2009/4/1,Journal of Business & Economic Statistics,Local Transformation Kernel Density Estimation of Loss Distributions,https://www.tandfonline.com/doi/abs/10.1198/jbes.2009.0011,,,,,,,,,,,,,,,,,,,,
Qi Li; Jeffrey S. Racine; Jeffrey M. Wooldridge," Department of Economics, Texas A&M University, College Station, TX 77843-4228 ; L8S 4M4 ;  Department of Economics, Michigan State University, East Lansing, MI 48824-1038 ",2009/4/1,Journal of Business & Economic Statistics,Efficient Estimation of Average Treatment Effects with Mixed Categorical and Continuous Data,https://www.tandfonline.com/doi/abs/10.1198/jbes.2009.0015,,,,,,,,,,,,,,,,,,,,
Sean D. Campbell; Francis X. Diebold," Federal Reserve Board, Washington, DC ;  University of Pennsylvania, Phildelphia, PA and National Bureau of Economic Research, Cambridge, MA ",2009/4/1,Journal of Business & Economic Statistics,Stock Returns and Expected Business Conditions: Half a Century of Direct Evidence,https://www.tandfonline.com/doi/abs/10.1198/jbes.2009.0025,,,,,,,,,,,,,,,,,,,,
Stanislav Anatolyev,,2009/4/1,Journal of Business & Economic Statistics,Nonparametric Retrospection and Monitoring of Predictability of Financial Returns,https://www.tandfonline.com/doi/abs/10.1198/jbes.2009.0010,,,,,,,,,,,,,,,,,,,,
Enzo Giacomini; Wolfgang Härdle; Vladimir Spokoiny," Humboldt-Universität zu Berlin, Center for Applied Statistics and Economics, 10099 Berlin, Germany; and Weierstrass Institute for Applied Analysis and Stochastics, 10117 Berlin, Germany ;  Humboldt-Universität zu Berlin, Center for Applied Statistics and Economics, 10099 Berlin, Germany ;  Weierstrass Institute for Applied Analysis and Stochastics, 10117 Berlin, Germany; and Humboldt-Universität zu Berlin, Department of Mathematics, 10099 Berlin, Germany ",2009/4/1,Journal of Business & Economic Statistics,Inhomogeneous Dependence Modeling with Time-Varying Copulae,https://www.tandfonline.com/doi/abs/10.1198/jbes.2009.0016,,,,,,,,,,,,,,,,,,,,
Basel Awartani; Valentina Corradi; Walter Distaso," Business School, New York Institute of Technology, Abu Dhabi, United Arab Emirates (UAE) ;  Department of Economics, University of Warwick, Coventry, UK ;  Imperial College Business School, London, UK ",2009/4/1,Journal of Business & Economic Statistics,Assessing Market Microstructure Effects via Realized Volatility Measures with an Application to the Dow Jones Industrial Average Stocks,https://www.tandfonline.com/doi/abs/10.1198/jbes.2009.0018,,,,,,,,,,,,,,,,,,,,
Daniel L. Millimet; Rusty Tchernis," Department of Economics, Southern Methodist University, Dallas, TX 75275 ; University, Bloomington, IN 47405 ",2009/7/1,Journal of Business & Economic Statistics,"On the Specification of Propensity Scores, With Applications to the Analysis of Trade Policies",https://www.tandfonline.com/doi/abs/10.1198/jbes.2009.06045,,,,,,,,,,,,,,,,,,,,
Fabio Canova," ICREA-UPF, AMeN, and CEPR, Department of Economics, Trias Fargas 25-27, 08005 Barcelona, Spain ",2009/7/1,Journal of Business & Economic Statistics,Comment,https://www.tandfonline.com/doi/abs/10.1198/jbes.2009.08262,,,,,,,,,,,,,,,,,,,,
Frank Kleibergen; Sophocles Mavroeidis," Department of Economics, Brown University, 64 Waterman Street, Providence, RI 02912 ;  Department of Economics, Brown University, 64 Waterman Street, Providence, RI 02912 ",2009/7/1,Journal of Business & Economic Statistics,Rejoinder,https://www.tandfonline.com/doi/abs/10.1198/jbes.2009.08350,,,,,,,,,,,,,,,,,,,,
Anna Mikusheva," Department of Economics, Massachussetts Institute of Technology, Cambridge, MA 02141 ",2009/7/1,Journal of Business & Economic Statistics,Comment,https://www.tandfonline.com/doi/abs/10.1198/jbes.2009.08263,,,,,,,,,,,,,,,,,,,,
Motohiro Yogo," The Wharton School, University of Pennsylvania, Philadelphia, PA 19104 and the National Bureau of Economic Research, Cambridge, MA 02138 ",2009/7/1,Journal of Business & Economic Statistics,Comment,https://www.tandfonline.com/doi/abs/10.1198/jbes.2009.08275,,,,,,,,,,,,,,,,,,,,
Pierre Perron; Tomoyoshi Yabu," Department of Economics, Boston University, Boston, MA 02215 ;  Faculty of Business and Commerce, Keio University, Tokyo 108-8345, Japan ",2009/7/1,Journal of Business & Economic Statistics,Testing for Shifts in Trend With an Integrated or Stationary Noise Component,https://www.tandfonline.com/doi/abs/10.1198/jbes.2009.07268,,,,,,,,,,,,,,,,,,,,
John C. Chao; Norman R. Swanson," Department of Economics, University of Maryland, College Park, MD 20742 ;  Department of Economics, Rutgers University, New Brunswick, NJ 08901 ",2009/7/1,Journal of Business & Economic Statistics,Comment,https://www.tandfonline.com/doi/abs/10.1198/jbes.2009.08264,,,,,,,,,,,,,,,,,,,,
Jean-Marie Dufour," Department of Economics, McGill University, Leacock Building 519, 855 Sherbrooke W., Montréal, Québec H3A 2T7, Canada, Centre interuniversitaire de recherche en analyse des organisations (CIRANO), and Centre interuniversitaire de recherche en économie quantitative (CIREQ) ",2009/7/1,Journal of Business & Economic Statistics,Comment,https://www.tandfonline.com/doi/abs/10.1198/jbes.2009.08283,,,,,,,,,,,,,,,,,,,,
David C. Wheelock; Paul W. Wilson," Research Department, Federal Reserve Bank of St. Louis, P.O. Box 442, St. Louis, MO 63166 ;  The John E. Walker Department of Economics, 222 Sirrine Hall, Clemson University, Clemson, SC 29634-1309 ",2009/7/1,Journal of Business & Economic Statistics,"Robust Nonparametric Quantile Estimation of Efficiency and Productivity Change in U.S. Commercial Banking, 1985??004",https://www.tandfonline.com/doi/abs/10.1198/jbes.2009.06145,,,,,,,,,,,,,,,,,,,,
Eric Zivot; Saraswata Chaudhuri," Department of Economics, University of Washington, Seattle, WA 98195-3330 ;  Department of Economics, University of North Carolina, Chapel Hill, NC 27599 ",2009/7/1,Journal of Business & Economic Statistics,Comment,https://www.tandfonline.com/doi/abs/10.1198/jbes.2009.08305,,,,,,,,,,,,,,,,,,,,
Frank Kleibergen; Sophocles Mavroeidis," Department of Economics, Brown University, 64 Waterman Street, Providence, RI 02912 ;  Department of Economics, Brown University, 64 Waterman Street, Providence, RI 02912 ",2009/7/1,Journal of Business & Economic Statistics,Weak Instrument Robust Tests in GMM and the New Keynesian Phillips Curve,https://www.tandfonline.com/doi/abs/10.1198/jbes.2009.08280,,,,,,,,,,,,,,,,,,,,
Jonathan H. Wright," Department of Economics, Johns Hopkins University, Baltimore, MD 21218 ",2009/7/1,Journal of Business & Economic Statistics,Comment,https://www.tandfonline.com/doi/abs/10.1198/jbes.2009.08274,,,,,,,,,,,,,,,,,,,,
